drug_name,ndc_code,hcpcs_code,numerator_strength,mbu_increment,mbu_increments_per_bottle,mbus_per_package,package_quantity,ndc_unit_sum
Potassium Chloride,50090-2257-01,,750,,,,100,0
Potassium Chloride,50090-2257-02,,750,,,,90,0
Potassium Chloride,50090-4285-00,,750,,,,30,0
Potassium Chloride,50090-4285-01,,750,,,,100,0
Potassium Chloride,50090-4285-02,,750,,,,90,0
Potassium Chloride,50090-4285-03,,750,,,,60,0
Potassium Chloride,50268-0671-13,,750,,,,30,0
Potassium Chloride,50436-0157-02,,20,,,,30,0
Potassium Chloride,50436-0157-03,,20,,,,90,0
Potassium Chloride,50436-4311-01,,750,,,,30,0
Potassium Chloride,50436-4311-03,,750,,,,90,0
Potassium Chloride,51407-0119-05,,8,,,,500,0
Potassium Chloride,51407-0119-90,,8,,,,90,0
Potassium Chloride,51407-0120-01,,10,,,,100,0
Potassium Chloride,51407-0120-05,,10,,,,500,0
Potassium Chloride,51477-0001-03,,750,,,,500,0
Potassium Chloride,51477-0001-04,,750,,,,100,0
Potassium Chloride,51477-0001-11,,750,,,,100,0
Potassium Chloride,51477-0002-03,,600,,,,500,0
Potassium Chloride,51477-0002-04,,600,,,,100,0
Potassium Chloride,51655-0585-26,,20,,,,90,0
Potassium Chloride,51655-0587-52,,750,,,,30,0
Potassium Chloride,51862-0135-30,,20,,,,30,0
Potassium Chloride,53002-1034-00,,750,,,,100,0
Potassium Chloride,53002-1034-03,,750,,,,30,0
Potassium Chloride,53002-1035-00,,20,,,,100,0
Potassium Chloride,53002-1035-03,,20,,,,30,0
Potassium Chloride,53746-0542-01,,750,,,,100,0
Potassium Chloride,53746-0542-05,,750,,,,500,0
Potassium Chloride,53746-0542-10,,750,,,,1000,0
Potassium Chloride,53808-1125-01,,10,,,,30,0
Potassium Chloride,55154-1478-00,,1500,,,,10,0
Potassium Chloride,55154-3328-00,,750,,,,10,0
Potassium Chloride,55154-9434-05,,1.5,,,,5,0
Potassium Chloride,55154-9441-05,,1.5,,,,5,0
Potassium Chloride,55289-0218-30,,750,,,,30,0
Potassium Chloride,55289-0218-94,,750,,,,270,0
Potassium Chloride,55289-0359-01,,10,,,,100,0
Potassium Chloride,55289-0359-30,,10,,,,30,0
Potassium Chloride,55289-0359-45,,10,,,,45,0
Potassium Chloride,55289-0359-60,,10,,,,60,0
Potassium Chloride,55289-0359-90,,10,,,,90,0
Potassium Chloride,55289-0359-93,,10,,,,180,0
Potassium Chloride,55289-0359-94,,10,,,,270,0
Potassium Chloride,55289-0738-12,,20,,,,12,0
Potassium Chloride,55289-0738-30,,20,,,,30,0
Potassium Chloride,55289-0738-60,,20,,,,60,0
Potassium Chloride,55289-0738-90,,20,,,,90,0
Potassium Chloride,55289-0738-93,,20,,,,180,0
Potassium Chloride,57297-0798-01,,8,,,,100,0
Potassium Chloride,57297-0798-02,,8,,,,500,0
Potassium Chloride,57297-0799-01,,10,,,,100,0
Potassium Chloride,57297-0799-02,,10,,,,500,0
Potassium Chloride,57297-0799-03,,10,,,,1000,0
Potassium Chloride,58118-1526-08,,750,,,,30,0
Potassium Chloride,59917-0102-01,,600,,,,100,0
Potassium Chloride,59917-0102-05,,600,,,,500,0
Potassium Chloride,59917-0102-10,,600,,,,1000,0
Potassium Chloride,59917-0103-01,,750,,,,100,0
Potassium Chloride,59917-0103-05,,750,,,,500,0
Potassium Chloride,59917-0103-10,,750,,,,1000,0
Potassium Chloride,60505-6184-06,,20,,,,1,0
Potassium Chloride,60505-6185-06,,40,,,,1,0
Potassium Chloride,60687-0310-09,,750,,,,80,0
Potassium Chloride,60687-0341-07,,1.5,,,,8,0
Potassium Chloride,60687-0341-14,,1.5,,,,4,0
Potassium Chloride,60687-0341-58,,1.5,,,,3,0
Potassium Chloride,60687-0341-64,,1.5,,,,4,0
Potassium Chloride,60687-0341-71,,1.5,,,,5,0
Potassium Chloride,60687-0341-72,,1.5,,,,5,0
Potassium Chloride,60687-0466-01,,750,,,,100,0
Potassium Chloride,60760-0068-30,,1500,,,,30,0
Potassium Chloride,60760-0600-30,,750,,,,30,0
Potassium Chloride,60760-0600-90,,750,,,,90,0
Potassium Chloride,60760-0601-30,,20,,,,30,0
Potassium Chloride,61919-0445-30,,750,,,,30,0
Potassium Chloride,61919-0953-30,,1500,,,,30,0
Potassium Chloride,62037-0559-01,,600,,,,100,0
Potassium Chloride,62037-0559-05,,600,,,,500,0
Potassium Chloride,62037-0560-01,,750,,,,100,0
Potassium Chloride,62037-0560-05,,750,,,,500,0
Potassium Chloride,62037-0560-10,,750,,,,1000,0
Potassium Chloride,62037-0560-90,,750,,,,90,0
Potassium Chloride,62037-0710-01,,10,,,,100,0
Potassium Chloride,62037-0999-01,,20,,,,100,0
Potassium Chloride,62037-0999-05,,20,,,,500,0
Potassium Chloride,62037-0999-10,,20,,,,1000,0
Potassium Chloride,62037-0999-90,,20,,,,90,0
Potassium Chloride,63187-0610-00,,750,,,,100,0
Potassium Chloride,63187-0610-30,,750,,,,30,0
Potassium Chloride,63187-0610-60,,750,,,,60,0
Potassium Chloride,63187-0610-90,,750,,,,90,0
Potassium Chloride,63187-0668-03,,20,,,,3,0
Potassium Chloride,63187-0668-10,,20,,,,10,0
Potassium Chloride,63187-0668-30,,20,,,,30,0
Potassium Chloride,63187-0668-60,,20,,,,60,0
Potassium Chloride,63187-0668-90,,20,,,,90,0
Potassium Chloride,63187-0979-30,,750,,,,30,0
Potassium Chloride,63187-0979-60,,750,,,,60,0
Potassium Chloride,63187-0979-90,,750,,,,90,0
Potassium Chloride,63629-2703-01,,20,,,,30,0
Potassium Chloride,63629-2703-02,,20,,,,60,0
Potassium Chloride,63629-2703-03,,20,,,,100,0
Potassium Chloride,63629-2703-04,,20,,,,90,0
Potassium Chloride,63629-2703-05,,20,,,,15,0
Potassium Chloride,63629-2703-06,,20,,,,7,0
Potassium Chloride,63629-2937-01,,750,,,,30,0
Potassium Chloride,63629-2937-02,,750,,,,60,0
Potassium Chloride,63629-2937-03,,750,,,,90,0
Potassium Chloride,63629-2937-04,,750,,,,15,0
Potassium Chloride,63629-2937-05,,750,,,,180,0
Potassium Chloride,63629-2937-06,,750,,,,28,0
Potassium Chloride,63629-6430-01,,1500,,,,30,0
Potassium Chloride,63629-6430-02,,1500,,,,90,0
Potassium Chloride,63629-7796-01,,10,,,,180,0
Potassium Chloride,63629-8115-01,,750,,,,30,0
Potassium Chloride,63739-0446-10,,750,,,,10,0
Potassium Chloride,63739-0447-10,,1500,,,,10,0
Potassium Chloride,64380-0860-06,,600,,,,100,0
Potassium Chloride,64380-0860-07,,600,,,,500,0
Potassium Chloride,64380-0860-08,,600,,,,1000,0
Potassium Chloride,64380-0861-06,,750,,,,100,0
Potassium Chloride,64380-0861-07,,750,,,,500,0
Potassium Chloride,64380-0861-08,,750,,,,1000,0
Potassium Chloride,64725-0600-01,,750,,,,30,0
Potassium Chloride,65162-0542-10,,750,,,,100,0
Potassium Chloride,65162-0542-11,,750,,,,1000,0
Potassium Chloride,65162-0542-50,,750,,,,500,0
Potassium Chloride,65862-0986-01,,600,,,,100,0
Potassium Chloride,65862-0986-05,,600,,,,500,0
Potassium Chloride,65862-0986-12,,600,,,,120,0
Potassium Chloride,65862-0986-80,,600,,,,80,0
Potassium Chloride,65862-0987-01,,750,,,,100,0
Potassium Chloride,65862-0987-12,,750,,,,120,0
Potassium Chloride,65862-0987-80,,750,,,,80,0
Potassium Chloride,65862-0987-99,,750,,,,1000,0
Potassium Chloride,66267-0259-30,,750,,,,30,0
Potassium Chloride,66267-0259-90,,750,,,,90,0
Potassium Chloride,66267-0681-30,,20,,,,30,0
Potassium Chloride,66267-0681-60,,20,,,,60,0
Potassium Chloride,66689-0047-30,,20,,,,3,0
Potassium Chloride,66689-0047-50,,20,,,,5,0
Potassium Chloride,66689-0047-80,,20,,,,8,0
Potassium Chloride,66689-0048-30,,40,,,,3,0
Potassium Chloride,66689-0048-50,,40,,,,5,0
Potassium Chloride,66689-0048-80,,40,,,,8,0
Potassium Chloride,67046-0588-30,,10,,,,30,0
Potassium Chloride,67046-0590-30,,20,,,,30,0
Potassium Chloride,67296-1006-01,,10,,,,10,0
Potassium Chloride,67296-1653-03,,750,,,,30,0
Potassium Chloride,68001-0235-00,,20,,,,100,0
Potassium Chloride,68001-0235-03,,20,,,,500,0
Potassium Chloride,68001-0235-08,,20,,,,1000,0
Potassium Chloride,68001-0259-00,,750,,,,100,0
Potassium Chloride,68001-0259-03,,750,,,,500,0
Potassium Chloride,68001-0259-08,,750,,,,1000,0
Potassium Chloride,68001-0303-00,,10,,,,100,0
Potassium Chloride,68001-0367-00,,750,,,,100,0
Potassium Chloride,68001-0367-03,,750,,,,500,0
Potassium Chloride,68001-0396-00,,750,,,,100,0
Potassium Chloride,68001-0396-03,,750,,,,500,0
Potassium Chloride,68071-1933-03,,20,,,,30,0
Potassium Chloride,68071-1933-06,,20,,,,60,0
Potassium Chloride,68071-1933-08,,20,,,,180,0
Potassium Chloride,68071-1933-09,,20,,,,90,0
Potassium Chloride,68071-3153-03,,750,,,,30,0
Potassium Chloride,68071-3153-06,,750,,,,60,0
Potassium Chloride,68071-3153-09,,750,,,,90,0
Potassium Chloride,68071-3274-03,,600,,,,30,0
Potassium Chloride,68071-3274-06,,600,,,,60,0
Potassium Chloride,68071-4078-03,,8,,,,30,0
Potassium Chloride,68071-4078-06,,8,,,,60,0
Potassium Chloride,68071-4296-03,,750,,,,30,0
Potassium Chloride,68071-4708-09,,750,,,,90,0
Potassium Chloride,68071-4716-03,,1500,,,,30,0
Potassium Chloride,68071-5002-09,,750,,,,90,0
Potassium Chloride,68084-0360-09,,20,,,,80,0
Potassium Chloride,68084-0419-01,,750,,,,100,0
Potassium Chloride,68084-0524-01,,750,,,,100,0
Potassium Chloride,68084-0632-01,,10,,,,100,0
Potassium Chloride,68151-0609-00,,600,,,,1,0
Potassium Chloride,68180-0798-01,,8,,,,100,0
Potassium Chloride,68180-0798-02,,8,,,,500,0
Potassium Chloride,68180-0799-01,,10,,,,100,0
Potassium Chloride,68180-0799-02,,10,,,,500,0
Potassium Chloride,68180-0799-03,,10,,,,1000,0
Potassium Chloride,68382-0320-01,,750,,,,100,0
Potassium Chloride,68382-0320-10,,750,,,,1000,0
Potassium Chloride,68382-0398-01,,1500,,,,100,0
Potassium Chloride,68382-0600-01,,750,,,,100,0
Potassium Chloride,68382-0600-10,,750,,,,1000,0
Potassium Chloride,68382-0701-01,,750,,,,100,0
Potassium Chloride,68382-0701-05,,750,,,,500,0
Potassium Chloride,68382-0702-01,,600,,,,100,0
Potassium Chloride,68382-0702-05,,600,,,,500,0
Potassium Chloride,68382-0776-01,,600,,,,100,0
Potassium Chloride,68382-0776-10,,600,,,,1000,0
Potassium Chloride,68382-0853-01,,600,,,,100,0
Potassium Chloride,68382-0853-05,,600,,,,500,0
Potassium Chloride,68382-0853-10,,600,,,,1000,0
Potassium Chloride,68382-0853-77,,600,,,,10,0
Potassium Chloride,68382-0854-01,,750,,,,100,0
Potassium Chloride,68382-0854-05,,750,,,,500,0
Potassium Chloride,68382-0854-10,,750,,,,1000,0
Potassium Chloride,68382-0854-77,,750,,,,10,0
Potassium Chloride,68462-0357-01,,750,,,,100,0
Potassium Chloride,68462-0357-05,,750,,,,500,0
Potassium Chloride,68462-0357-90,,750,,,,90,0
Potassium Chloride,68462-0471-01,,750,,,,100,0
Potassium Chloride,68462-0471-05,,750,,,,500,0
Potassium Chloride,68462-0472-01,,1500,,,,100,0
Potassium Chloride,68462-0472-05,,1500,,,,500,0
Potassium Chloride,68788-6771-03,,750,,,,30,0
Potassium Chloride,68788-6771-06,,750,,,,60,0
Potassium Chloride,68788-6771-09,,750,,,,90,0
Potassium Chloride,68788-6772-03,,20,,,,30,0
Potassium Chloride,68788-6772-06,,20,,,,60,0
Potassium Chloride,68788-6772-09,,20,,,,90,0
Potassium Chloride,69238-1458-02,,3,,,,473,0
Potassium Chloride,69238-1459-02,,1.5,,,,473,0
Potassium Chloride,69238-1617-03,,1.5,,,,30,0
Potassium Chloride,69238-1617-08,,1.5,,,,100,0
Potassium Chloride,70436-0001-01,,600,,,,100,0
Potassium Chloride,70436-0001-02,,600,,,,500,0
Potassium Chloride,70436-0001-03,,600,,,,1000,0
Potassium Chloride,70436-0002-01,,750,,,,100,0
Potassium Chloride,70436-0002-02,,750,,,,500,0
Potassium Chloride,70436-0002-03,,750,,,,1000,0
Potassium Chloride,70518-0057-00,,750,,,,30,0
Potassium Chloride,70518-0152-00,,1500,,,,30,0
Potassium Chloride,70518-0348-00,,20,,,,30,0
Potassium Chloride,70518-0890-00,,20,,,,30,0
Potassium Chloride,70518-0890-01,,20,,,,60,0
Potassium Chloride,70518-0890-02,,20,,,,90,0
Potassium Chloride,70518-0890-03,,20,,,,30,0
Potassium Chloride,70518-1068-00,,10,,,,30,0
Potassium Chloride,70518-1188-00,,1500,,,,60,0
Potassium Chloride,70518-1203-00,,750,,,,100,0
Potassium Chloride,70518-1203-01,,750,,,,90,0
Potassium Chloride,70518-2219-00,,750,,,,30,0
Potassium Chloride,70518-2234-00,,750,,,,30,0
Potassium Chloride,70934-0283-30,,1500,,,,30,0
Potassium Chloride,70934-0340-30,,750,,,,30,0
Potassium Chloride,70934-0340-90,,750,,,,90,0
Potassium Chloride,71335-0289-01,,10,,,,30,0
Potassium Chloride,71335-0289-02,,10,,,,60,0
Potassium Chloride,71335-0289-03,,10,,,,90,0
Potassium Chloride,71335-0289-04,,10,,,,15,0
Potassium Chloride,71335-0289-05,,10,,,,180,0
Potassium Chloride,71335-0289-06,,10,,,,28,0
Potassium Chloride,71335-0763-01,,750,,,,30,0
Potassium Chloride,71335-0763-02,,750,,,,90,0
Potassium Chloride,71335-0763-03,,750,,,,60,0
Potassium Chloride,71335-1131-01,,750,,,,30,0
Potassium Chloride,71335-1131-02,,750,,,,60,0
Potassium Chloride,71335-1131-03,,750,,,,90,0
Potassium Chloride,71335-1131-04,,750,,,,15,0
Potassium Chloride,71335-1131-05,,750,,,,180,0
Potassium Chloride,71335-1131-06,,750,,,,28,0
Potassium Chloride,71335-1210-01,,750,,,,180,0
Potassium Chloride,72789-0001-30,,750,,,,30,0
Ranitidine,00121-0727-16,,15,,,,473,0
Ranitidine,00121-4727-10,,15,,,,4,0
Ranitidine,00172-4357-49,,150,,,,60,0
Ranitidine,00172-4357-70,,150,,,,500,0
Ranitidine,00172-4358-46,,300,,,,30,0
Ranitidine,00172-4358-60,,300,,,,100,0
Ranitidine,00363-0352-08,,75,,,,1,0
Ranitidine,00363-0352-30,,75,,,,1,0
Ranitidine,00440-2300-60,,150,,,,60,0
Ranitidine,00440-8300-60,,150,,,,60,0
Ranitidine,00440-8305-00,,150,,,,1000,0
Ranitidine,00440-8305-05,,150,,,,500,0
Ranitidine,00440-8305-20,,150,,,,20,0
Ranitidine,00440-8305-30,,150,,,,30,0
Ranitidine,00440-8305-60,,150,,,,60,0
Ranitidine,00440-8305-81,,150,,,,300,0
Ranitidine,00440-8305-85,,150,,,,800,0
Ranitidine,00440-8305-90,,150,,,,90,0
Ranitidine,00615-4513-05,,150,,,,15,0
Ranitidine,00615-4513-31,,150,,,,31,0
Ranitidine,00615-4513-39,,150,,,,30,0
Ranitidine,00615-4514-39,,300,,,,30,0
Ranitidine,00615-8021-05,,150,,,,15,0
Ranitidine,00615-8021-30,,150,,,,6,0
Ranitidine,00615-8021-39,,150,,,,30,0
Ranitidine,00904-6349-46,,75,,,,1,0
Ranitidine,00904-6349-52,,75,,,,1,0
Ranitidine,00904-6716-24,,150,,,,1,0
Ranitidine,00904-6716-51,,150,,,,1,0
Ranitidine,00904-6921-46,,75,,,,1,0
Ranitidine,00904-6921-52,,75,,,,1,0
Ranitidine,10544-0056-20,,150,,,,20,0
Ranitidine,10544-0438-60,,150,,,,60,0
Ranitidine,10544-0516-20,,150,,,,20,0
Ranitidine,11673-0849-40,,150,,,,1,0
Ranitidine,11822-4727-03,,150,,,,1,0
Ranitidine,11822-6051-08,,150,,,,1,0
Ranitidine,11822-6052-01,,150,,,,1,0
Ranitidine,11822-6052-02,,150,,,,1,0
Ranitidine,11822-6107-04,,150,,,,1,0
Ranitidine,17856-0664-02,,15,,,,10,0
Ranitidine,17856-0664-04,,15,,,,1,0
Ranitidine,17856-0727-04,,15,,,,5,0
Ranitidine,17856-0727-09,,15,,,,10,0
Ranitidine,21695-0109-00,,150,,,,100,0
Ranitidine,21695-0109-14,,150,,,,14,0
Ranitidine,21695-0109-30,,150,,,,30,0
Ranitidine,21695-0109-60,,150,,,,60,0
Ranitidine,21695-0109-72,,150,,,,120,0
Ranitidine,21695-0109-90,,150,,,,90,0
Ranitidine,21695-0110-15,,300,,,,15,0
Ranitidine,21695-0110-30,,300,,,,30,0
Ranitidine,21695-0110-60,,300,,,,60,0
Ranitidine,23155-0291-51,,15,,,,480,0
Ranitidine,27241-0109-06,,150,,,,60,0
Ranitidine,27241-0109-50,,150,,,,500,0
Ranitidine,27241-0110-03,,300,,,,30,0
Ranitidine,27241-0110-10,,300,,,,100,0
Ranitidine,33261-0099-02,,150,,,,120,0
Ranitidine,33261-0099-10,,150,,,,10,0
Ranitidine,33261-0099-20,,150,,,,20,0
Ranitidine,33261-0099-30,,150,,,,30,0
Ranitidine,33261-0099-60,,150,,,,60,0
Ranitidine,33261-0099-90,,150,,,,90,0
Ranitidine,33261-0099-99,,150,,,,180,0
Ranitidine,33261-0202-00,,300,,,,100,0
Ranitidine,33261-0202-02,,300,,,,120,0
Ranitidine,33261-0202-30,,300,,,,30,0
Ranitidine,33261-0202-60,,300,,,,60,0
Ranitidine,33261-0202-90,,300,,,,90,0
Ranitidine,33358-0316-30,,150,,,,30,0
Ranitidine,35356-0670-14,,150,,,,14,0
Ranitidine,35356-0670-15,,150,,,,15,0
Ranitidine,35356-0670-18,,150,,,,180,0
Ranitidine,35356-0670-20,,150,,,,20,0
Ranitidine,35356-0670-30,,150,,,,30,0
Ranitidine,35356-0670-60,,150,,,,60,0
Ranitidine,35356-0670-90,,150,,,,90,0
Ranitidine,35356-0809-30,,300,,,,30,0
Ranitidine,35356-0809-60,,300,,,,60,0
Ranitidine,37012-0127-50,,150,,,,1,0
Ranitidine,37012-0351-50,,150,,,,50,0
Ranitidine,37808-0302-01,,150,,,,1,0
Ranitidine,37808-0302-02,,150,,,,1,0
Ranitidine,37808-0302-06,,150,,,,1,0
Ranitidine,37808-0303-02,,150,,,,1,0
Ranitidine,41163-0353-31,,75,,,,30,0
Ranitidine,42291-0724-01,,150,,,,100,0
Ranitidine,42291-0724-10,,150,,,,1000,0
Ranitidine,42291-0724-18,,150,,,,180,0
Ranitidine,42291-0724-60,,150,,,,60,0
Ranitidine,42291-0725-01,,300,,,,100,0
Ranitidine,42291-0725-25,,300,,,,250,0
Ranitidine,42291-0725-30,,300,,,,30,0
Ranitidine,42708-0049-30,,150,,,,30,0
Ranitidine,42708-0118-30,,150,,,,30,0
Ranitidine,43063-0087-14,,300,,,,14,0
Ranitidine,43063-0087-30,,300,,,,30,0
Ranitidine,43063-0087-60,,300,,,,60,0
Ranitidine,43063-0844-01,,150,,,,100,0
Ranitidine,43063-0844-14,,150,,,,14,0
Ranitidine,43063-0844-15,,150,,,,15,0
Ranitidine,43063-0844-20,,150,,,,20,0
Ranitidine,43063-0844-30,,150,,,,30,0
Ranitidine,43063-0844-60,,150,,,,60,0
Ranitidine,43063-0844-90,,150,,,,90,0
Ranitidine,43353-0445-60,,300,,,,90,0
Ranitidine,43353-0445-80,,300,,,,180,0
Ranitidine,43353-0952-71,,150,,,,1000,0
Ranitidine,43353-0952-80,,150,,,,180,0
Ranitidine,43353-0967-60,,300,,,,90,0
Ranitidine,43353-0967-80,,300,,,,180,0
Ranitidine,43353-0971-30,,150,,,,30,0
Ranitidine,43353-0971-60,,150,,,,90,0
Ranitidine,43598-0808-62,,150,,,,1,0
Ranitidine,43598-0808-65,,150,,,,1,0
Ranitidine,45865-0416-60,,150,,,,60,0
Ranitidine,46122-0223-65,,75,,,,1,0
Ranitidine,46122-0223-72,,75,,,,1,0
Ranitidine,49035-0117-06,,150,,,,1,0
Ranitidine,49035-0353-30,,75,,,,30,0
Ranitidine,49035-0353-55,,75,,,,150,0
Ranitidine,49035-0353-69,,75,,,,10,0
Ranitidine,49348-0473-12,,75,,,,1,0
Ranitidine,49348-0473-44,,75,,,,1,0
Ranitidine,49781-0026-30,,75,,,,1,0
Ranitidine,49781-0026-60,,75,,,,1,0
Ranitidine,49999-0043-30,,150,,,,30,0
Ranitidine,49999-0043-60,,150,,,,60,0
Ranitidine,49999-0043-90,,150,,,,90,0
Ranitidine,49999-0428-30,,300,,,,30,0
Ranitidine,49999-0428-60,,300,,,,60,0
Ranitidine,49999-0428-90,,300,,,,90,0
Ranitidine,50090-0604-00,,150,,,,30,0
Ranitidine,50090-0604-01,,150,,,,60,0
Ranitidine,50090-0604-02,,150,,,,20,0
Ranitidine,50090-0604-05,,150,,,,90,0
Ranitidine,50090-0604-07,,150,,,,120,0
Ranitidine,50090-0604-09,,150,,,,180,0
Ranitidine,50090-0605-00,,150,,,,14,0
Ranitidine,50090-0606-00,,300,,,,15,0
Ranitidine,50090-0606-01,,300,,,,30,0
Ranitidine,50090-0606-03,,300,,,,100,0
Ranitidine,50090-0606-04,,300,,,,90,0
Ranitidine,50090-1496-00,,300,,,,15,0
Ranitidine,50090-1496-01,,300,,,,30,0
Ranitidine,50090-1496-03,,300,,,,100,0
Ranitidine,50090-1496-04,,300,,,,90,0
Ranitidine,50090-2574-00,,150,,,,30,0
Ranitidine,50090-2574-01,,150,,,,60,0
Ranitidine,50090-2574-02,,150,,,,20,0
Ranitidine,50090-2574-05,,150,,,,90,0
Ranitidine,50090-2574-07,,150,,,,120,0
Ranitidine,50090-2574-09,,150,,,,180,0
Ranitidine,50090-4353-00,,15,,,,473,0
Ranitidine,50268-0721-15,,150,,,,50,0
Ranitidine,50383-0051-04,,15,,,,118,0
Ranitidine,50383-0051-11,,15,,,,4,0
Ranitidine,50383-0051-12,,15,,,,10,0
Ranitidine,50383-0051-16,,15,,,,473,0
Ranitidine,50436-0253-01,,150,,,,30,0
Ranitidine,50436-0253-02,,150,,,,60,0
Ranitidine,50436-0253-06,,150,,,,180,0
Ranitidine,50436-0291-01,,15,,,,1,0
Ranitidine,50436-0727-01,,15,,,,1,0
Ranitidine,50436-6930-02,,150,,,,30,0
Ranitidine,50436-6930-03,,150,,,,90,0
Ranitidine,50436-6930-04,,150,,,,60,0
Ranitidine,50436-6930-06,,150,,,,180,0
Ranitidine,50436-6942-01,,300,,,,30,0
Ranitidine,50436-6942-03,,300,,,,90,0
Ranitidine,50436-6942-04,,300,,,,60,0
Ranitidine,51407-0244-10,,150,,,,1000,0
Ranitidine,51407-0244-18,,150,,,,180,0
Ranitidine,51407-0244-60,,150,,,,60,0
Ranitidine,51407-0245-25,,300,,,,250,0
Ranitidine,51407-0245-30,,300,,,,30,0
Ranitidine,51655-0681-20,,150,,,,20,0
Ranitidine,51655-0681-26,,150,,,,90,0
Ranitidine,51655-0681-52,,150,,,,30,0
Ranitidine,53002-1028-01,,300,,,,10,0
Ranitidine,53002-1028-03,,300,,,,30,0
Ranitidine,53002-5520-01,,150,,,,15,0
Ranitidine,53002-5520-03,,150,,,,30,0
Ranitidine,53002-5520-06,,150,,,,60,0
Ranitidine,53217-0343-60,,150,,,,60,0
Ranitidine,53217-0372-30,,300,,,,30,0
Ranitidine,53329-0695-68,,150,,,,24,0
Ranitidine,53746-0253-01,,150,,,,100,0
Ranitidine,53746-0253-05,,150,,,,500,0
Ranitidine,53746-0253-10,,150,,,,1000,0
Ranitidine,53746-0253-18,,150,,,,180,0
Ranitidine,53746-0253-60,,150,,,,60,0
Ranitidine,53746-0254-01,,300,,,,100,0
Ranitidine,53746-0254-02,,300,,,,250,0
Ranitidine,53746-0254-30,,300,,,,30,0
Ranitidine,53808-0731-01,,150,,,,30,0
Ranitidine,53808-0774-01,,150,,,,30,0
Ranitidine,53808-0775-01,,150,,,,30,0
Ranitidine,53943-0017-09,,75,,,,1,0
Ranitidine,54838-0550-80,,15,,,,473,0
Ranitidine,55111-0131-04,,75,,,,1,0
Ranitidine,55111-0131-14,,75,,,,2,0
Ranitidine,55111-0131-30,,75,,,,1,0
Ranitidine,55111-0131-37,,75,,,,1,0
Ranitidine,55111-0131-45,,75,,,,1,0
Ranitidine,55111-0131-60,,75,,,,1,0
Ranitidine,55111-0131-79,,75,,,,1,0
Ranitidine,55111-0131-80,,75,,,,1,0
Ranitidine,55111-0131-81,,75,,,,3,0
Ranitidine,55111-0131-90,,75,,,,1,0
Ranitidine,55111-0404-02,,150,,,,1,0
Ranitidine,55111-0404-17,,150,,,,1,0
Ranitidine,55111-0404-24,,150,,,,3,0
Ranitidine,55111-0404-32,,150,,,,1,0
Ranitidine,55111-0404-34,,150,,,,1,0
Ranitidine,55111-0404-36,,150,,,,1,0
Ranitidine,55111-0404-38,,150,,,,4,0
Ranitidine,55111-0404-40,,150,,,,1,0
Ranitidine,55111-0404-50,,150,,,,1,0
Ranitidine,55111-0404-55,,150,,,,2,0
Ranitidine,55111-0404-61,,150,,,,1,0
Ranitidine,55111-0404-62,,150,,,,1,0
Ranitidine,55111-0404-65,,150,,,,1,0
Ranitidine,55111-0404-90,,150,,,,2,0
Ranitidine,55289-0319-01,,150,,,,100,0
Ranitidine,55289-0319-06,,150,,,,6,0
Ranitidine,55289-0319-10,,150,,,,10,0
Ranitidine,55289-0319-14,,150,,,,14,0
Ranitidine,55289-0319-15,,150,,,,15,0
Ranitidine,55289-0319-20,,150,,,,20,0
Ranitidine,55289-0319-28,,150,,,,28,0
Ranitidine,55289-0319-30,,150,,,,30,0
Ranitidine,55289-0319-60,,150,,,,60,0
Ranitidine,55289-0319-90,,150,,,,90,0
Ranitidine,55289-0319-93,,150,,,,180,0
Ranitidine,55289-0505-14,,300,,,,14,0
Ranitidine,55289-0505-30,,300,,,,30,0
Ranitidine,55289-0505-60,,300,,,,60,0
Ranitidine,55315-0352-31,,75,,,,1,0
Ranitidine,55648-0447-01,,150,,,,10,0
Ranitidine,55648-0447-02,,150,,,,100,0
Ranitidine,55648-0447-03,,150,,,,10,0
Ranitidine,55648-0447-04,,150,,,,60,0
Ranitidine,55648-0447-05,,150,,,,15000,0
Ranitidine,55648-0447-06,,150,,,,500,0
Ranitidine,55648-0447-07,,150,,,,6000,0
Ranitidine,55648-0694-01,,15,,,,473,0
Ranitidine,55648-0740-00,,75,,,,60000,0
Ranitidine,55648-0740-01,,75,,,,1,0
Ranitidine,55648-0740-02,,75,,,,1,0
Ranitidine,55648-0740-03,,75,,,,10,0
Ranitidine,55648-0740-04,,75,,,,1,0
Ranitidine,55648-0740-05,,75,,,,10000,0
Ranitidine,55648-0741-00,,150,,,,30000,0
Ranitidine,55648-0741-01,,150,,,,1,0
Ranitidine,55648-0741-02,,150,,,,1,0
Ranitidine,55648-0741-03,,150,,,,10,0
Ranitidine,55648-0741-05,,150,,,,1,0
Ranitidine,55648-0741-06,,150,,,,6000,0
Ranitidine,55648-0742-01,,300,,,,30,0
Ranitidine,55648-0742-02,,300,,,,250,0
Ranitidine,55648-0742-03,,300,,,,10,0
Ranitidine,55648-0742-04,,300,,,,100,0
Ranitidine,55648-0742-08,,300,,,,3000,0
Ranitidine,55648-0742-09,,300,,,,7500,0
Ranitidine,55648-0906-01,,150,,,,60,0
Ranitidine,55648-0906-02,,150,,,,180,0
Ranitidine,55648-0906-03,,150,,,,500,0
Ranitidine,55648-0906-04,,150,,,,1000,0
Ranitidine,55648-0906-05,,150,,,,10,0
Ranitidine,55648-0906-06,,150,,,,100,0
